순번,핸들,계정유형,팔로워수치,우선순위,상태,시도횟수,처리일시,보류사유
46,myyaksa,국내 약사 인플루언서,28000,1,보류,1,2026-08-06T02:10:02.187Z,릴스 없음
47,ddib_yaksa,국내 약사 인플루언서,27000,1,보류,1,2026-08-06T02:10:14.556Z,릴스 없음
48,sonyaksa_lab,국내 약사 인플루언서,25000,1,보류,1,2026-08-06T02:10:26.855Z,릴스 없음
49,zzin__yaksa,국내 약사 인플루언서,24000,1,보류,1,2026-08-06T02:10:39.158Z,릴스 없음
50,ssok_yaksa,국내 약사 인플루언서,23000,1,보류,1,2026-08-06T02:11:04.709Z,릴스 없음
51,hi_kim_yaksa,국내 약사 인플루언서,22000,1,보류,1,2026-08-06T02:11:17.035Z,릴스 없음
52,dani_yaksa,국내 약사 인플루언서,21000,1,보류,1,2026-08-06T02:11:29.346Z,릴스 없음
53,woojoobe.yak,국내 약사 인플루언서,21000,1,보류,1,2026-08-06T02:11:53.697Z,릴스 없음
54,jaedol_yaksa,국내 약사 인플루언서,19000,1,보류,1,2026-08-06T02:12:06.073Z,릴스 없음
55,malti_yaksa,국내 약사 인플루언서,19000,1,보류,1,2026-08-06T02:12:18.329Z,릴스 없음
56,time_yaksa,국내 약사 인플루언서,19000,1,보류,1,2026-08-06T02:12:41.021Z,릴스 없음
57,hongsee_yaksa,국내 약사 인플루언서,18000,1,보류,1,2026-08-06T02:12:53.473Z,릴스 없음
58,bada_yaksa,국내 약사 인플루언서,16000,1,보류,1,2026-08-06T02:12:55.878Z,릴스 없음
59,onda_pharmacist,국내 약사 인플루언서,13000,1,보류,1,2026-08-06T02:13:18.400Z,릴스 없음
60,ggogi_yaksa,국내 약사 인플루언서,12000,1,보류,1,2026-08-06T02:13:30.693Z,릴스 없음
61,yaksasum,국내 약사 인플루언서,12000,1,보류,1,2026-08-06T02:14:03.674Z,릴스 없음
62,ggnn_yaksa,국내 약사 인플루언서,11000,1,보류,1,2026-08-06T02:14:15.940Z,릴스 없음
63,healthy.yaksa,국내 약사 인플루언서,11000,1,보류,1,2026-08-06T02:15:28.517Z,릴스 없음
64,dang.dang_yaksa,국내 약사 인플루언서,10000,1,보류,1,2026-08-06T02:15:40.824Z,릴스 없음
65,mentor_pharm,국내 약사 인플루언서,10000,1,완료,1,2026-08-06T02:16:19.011Z,
66,run.pharmacist,국내 약사 인플루언서,9820,2,완료,1,2026-08-06T02:16:41.496Z,
67,gachiyaksa,국내 약사 인플루언서,8111,2,완료,1,2026-08-06T02:17:03.923Z,
68,yourhsis,국내 약사 인플루언서,7710,2,완료,1,2026-08-06T02:17:26.858Z,
69,yeogi_yaksa,국내 약사 인플루언서,7309,2,완료,1,2026-08-06T02:18:00.952Z,
70,realofh2o,국내 약사 인플루언서,6955,2,완료,1,2026-08-06T02:18:24.450Z,
71,manyjjju_yaksa,국내 약사 인플루언서,5766,2,보류,1,2026-08-06T02:18:26.719Z,릴스 없음
72,timepharm,국내 약사 인플루언서,5112,2,보류,1,2026-08-06T02:19:14.589Z,릴스 없음
73,malang.yaksa,국내 약사 인플루언서,4838,2,보류,1,2026-08-06T02:19:28.682Z,릴스 없음
74,heung_di,국내 약사 인플루언서,4392,2,보류,1,2026-08-06T02:19:41.001Z,릴스 없음
75,kkamang_yacksa,국내 약사 인플루언서,3836,2,보류,1,2026-08-06T02:19:53.296Z,릴스 없음
76,time4pharm,국내 약사 인플루언서,2838,2,보류,1,2026-08-06T02:20:05.611Z,릴스 없음
77,yak_guide,국내 약사 인플루언서,2158,2,보류,1,2026-08-06T02:20:28.756Z,릴스 없음
78,yaksa_hwanghaeyeon_,국내 약사 인플루언서,2121,2,보류,1,2026-08-06T02:20:41.000Z,릴스 없음
79,yulbang_counseling,국내 약사 인플루언서,1727,2,보류,1,2026-08-06T02:20:53.518Z,릴스 없음
80,ewha_yaksa,국내 약사 인플루언서,1709,2,보류,1,2026-08-06T02:21:06.016Z,릴스 없음
81,pharm_mison,국내 약사 인플루언서,1701,2,보류,1,2026-08-06T02:21:50.110Z,릴스 없음
82,pharmacist_bin,국내 약사 인플루언서,1609,2,보류,1,2026-08-06T02:22:02.461Z,릴스 없음
83,ummayaksa,국내 약사 인플루언서,1537,2,보류,1,2026-08-06T02:22:14.742Z,릴스 없음
84,miyu_pharm,국내 약사 인플루언서,1531,2,완료,1,2026-08-06T02:22:47.452Z,
85,jjukku_min.yaksa,국내 약사 인플루언서,1137,2,보류,1,2026-08-06T02:23:11.277Z,릴스 없음
86,ggul_yaksa,국내 약사 인플루언서,1014,2,보류,1,2026-08-06T02:23:23.543Z,릴스 없음
87,sue_yaksa,국내 약사 인플루언서,1011,2,보류,1,2026-08-06T02:23:35.830Z,릴스 없음
88,gmpharmacist,국내 약사 인플루언서,782,2,보류,1,2026-08-06T02:23:48.069Z,릴스 없음
89,yes_yaksa,국내 약사 인플루언서,742,2,보류,1,2026-08-06T02:24:12.590Z,릴스 없음
90,verdepharmacy1,국내 약사 인플루언서,652,2,보류,1,2026-08-06T02:24:24.846Z,릴스 없음
91,dongdong_pharm,국내 약사 인플루언서,528,2,보류,1,2026-08-06T02:24:37.099Z,릴스 없음
92,ez_yaksa,국내 약사 인플루언서,500,2,보류,1,2026-08-06T02:24:49.343Z,릴스 없음
93,our_med._room,국내 약사 인플루언서,374,2,보류,1,2026-08-06T02:25:11.612Z,릴스 없음
94,pharmacy_nana,국내 약사 인플루언서,289,2,보류,1,2026-08-06T02:25:23.876Z,릴스 없음
95,gangnam_yaksa,국내 약사 인플루언서,282,2,보류,1,2026-08-06T02:25:36.165Z,릴스 없음
96,medi2388_,국내 약사 인플루언서,260,2,보류,1,2026-08-06T02:25:48.511Z,릴스 없음
97,yy_yaksa,국내 약사 인플루언서,250,2,완료,1,2026-08-06T02:26:17.149Z,
98,choeunpharm,국내 약사 인플루언서,200,2,보류,1,2026-08-06T02:26:19.411Z,릴스 없음
99,imagine_yaksa,국내 약사 인플루언서,102,2,보류,1,2026-08-06T02:26:21.702Z,릴스 없음
100,realpharm5,국내 약사 인플루언서,67,2,보류,1,2026-08-06T02:26:24.112Z,릴스 없음
101,muse_yaksa,국내 약사 인플루언서,40,2,보류,1,2026-08-06T02:27:52.995Z,릴스 없음
102,yakalofficial,국내 약사 인플루언서,14,2,보류,1,2026-08-06T02:28:05.271Z,릴스 없음
103,kangsoyeon__,국내 메디컬 인접 계정,1530000,3,보류,1,2026-08-06T02:28:17.565Z,릴스 없음
104,lilly_yaksa,국내 메디컬 인접 계정,275000,3,보류,1,2026-08-06T02:28:20.149Z,릴스 없음
105,sani_and_haeng,국내 메디컬 인접 계정,212000,3,보류,1,2026-08-06T02:28:42.548Z,릴스 없음
106,medical_newsroom,국내 메디컬 인접 계정,185000,3,보류,1,2026-08-06T02:28:54.817Z,릴스 없음
107,knowledgeins_kr,국내 메디컬 인접 계정,164000,3,보류,1,2026-08-06T02:29:07.061Z,릴스 없음
108,mohw_kr,국내 메디컬 인접 계정,148000,3,보류,1,2026-08-06T02:29:19.290Z,릴스 없음
109,ssofit_yaksa,국내 메디컬 인접 계정,142000,3,완료,1,2026-08-06T02:30:52.376Z,
110,toad_pharm,국내 메디컬 인접 계정,123000,3,보류,1,2026-08-06T02:30:54.660Z,릴스 없음
111,dr.jungsodam,국내 메디컬 인접 계정,118000,3,보류,1,2026-08-06T02:31:06.925Z,릴스 없음
112,mfdskorea,국내 메디컬 인접 계정,55000,3,보류,1,2026-08-06T02:31:19.205Z,릴스 없음
113,nhis_korea,국내 메디컬 인접 계정,49000,3,보류,1,2026-08-06T02:31:42.122Z,릴스 없음
114,gimhae_city,국내 메디컬 인접 계정,42000,3,보류,1,2026-08-06T02:31:54.465Z,릴스 없음
115,ckdhc__official,국내 메디컬 인접 계정,38000,3,보류,1,2026-08-06T02:32:06.797Z,릴스 없음
116,dr.wongu,국내 메디컬 인접 계정,36000,3,보류,1,2026-08-06T02:32:19.199Z,릴스 없음
117,medicalkoreaofficial,국내 메디컬 인접 계정,35000,3,보류,1,2026-08-06T02:33:31.509Z,릴스 없음
118,bebememo_kr,국내 메디컬 인접 계정,34000,3,보류,1,2026-08-06T02:33:43.816Z,릴스 없음
119,ok_hira,국내 메디컬 인접 계정,34000,3,보류,1,2026-08-06T02:33:56.123Z,릴스 없음
120,doctor_hwany,국내 메디컬 인접 계정,32000,3,보류,1,2026-08-06T02:34:08.397Z,릴스 없음
121,haeundae_official,국내 메디컬 인접 계정,30000,3,보류,1,2026-08-06T02:35:45.569Z,릴스 없음
122,snuh_official,국내 메디컬 인접 계정,29000,3,보류,1,2026-08-06T02:35:57.935Z,릴스 없음
123,usbukgu,국내 메디컬 인접 계정,28000,3,보류,1,2026-08-06T02:36:10.197Z,릴스 없음
124,gunginam_tv,국내 메디컬 인접 계정,26000,3,보류,1,2026-08-06T02:36:22.501Z,릴스 없음
125,dr.hair_lee,국내 메디컬 인접 계정,21000,3,보류,1,2026-08-06T02:37:35.327Z,릴스 없음
126,humc_health,국내 메디컬 인접 계정,21000,3,보류,1,2026-08-06T02:37:47.674Z,릴스 없음
127,k_health_promotion,국내 메디컬 인접 계정,21000,3,보류,1,2026-08-06T02:38:00.150Z,릴스 없음
128,minish_dental.hospital,국내 메디컬 인접 계정,20000,3,보류,1,2026-08-06T02:38:12.452Z,릴스 없음
129,somda.park,국내 메디컬 인접 계정,20000,3,보류,1,2026-08-06T02:38:36.249Z,릴스 없음
130,dr_park_skin,국내 메디컬 인접 계정,18000,3,보류,1,2026-08-06T02:38:48.574Z,릴스 없음
131,kumedicine_official,국내 메디컬 인접 계정,18000,3,보류,1,2026-08-06T02:39:00.821Z,릴스 없음
132,korea_anti_doping_agency,국내 메디컬 인접 계정,17000,3,보류,1,2026-08-06T02:39:13.294Z,릴스 없음
133,donghae.city,국내 메디컬 인접 계정,15000,3,보류,1,2026-08-06T02:39:35.676Z,릴스 없음
134,hello_khidi,국내 메디컬 인접 계정,14000,3,보류,1,2026-08-06T02:40:47.904Z,릴스 없음
135,ohshu_market,국내 메디컬 인접 계정,14000,3,보류,1,2026-08-06T02:40:55.573Z,릴스 없음
136,ud_dental,국내 메디컬 인접 계정,13000,3,보류,1,2026-08-06T02:40:57.819Z,릴스 없음
137,yesan_gun,국내 메디컬 인접 계정,12000,3,보류,1,2026-08-06T02:41:20.400Z,릴스 없음
138,chosunich.official,국내 메디컬 인접 계정,11000,3,보류,1,2026-08-06T02:41:32.636Z,릴스 없음
139,health_in_news,국내 메디컬 인접 계정,11000,3,보류,1,2026-08-06T02:42:45.053Z,릴스 없음
140,akdskin_kr,국내 메디컬 인접 계정,10000,3,보류,1,2026-08-06T02:42:57.279Z,릴스 없음
141,inha_uh,국내 메디컬 인접 계정,10000,3,보류,1,2026-08-06T02:43:32.044Z,릴스 없음
142,cellmed.official,국내 메디컬 인접 계정,9821,3,보류,1,2026-08-06T02:43:44.323Z,릴스 없음
143,bombit_medical,국내 메디컬 인접 계정,9393,3,완료,1,2026-08-06T02:44:07.841Z,
144,onnuripharmacy,국내 메디컬 인접 계정,9108,3,보류,1,2026-08-06T02:44:20.113Z,릴스 없음
145,jilgyungyi_official,국내 메디컬 인접 계정,8798,3,보류,1,2026-08-06T02:44:42.533Z,릴스 없음
146,owm.pharm.official,국내 메디컬 인접 계정,8602,3,보류,1,2026-08-06T02:44:45.445Z,릴스 없음
147,drugsafe_official,국내 메디컬 인접 계정,8520,3,보류,1,2026-08-06T02:44:47.860Z,릴스 없음
148,hello_health_pr,국내 메디컬 인접 계정,7657,3,보류,1,2026-08-06T02:44:50.336Z,릴스 없음
149,readyyoungpharmacy_global,국내 메디컬 인접 계정,6934,3,보류,1,2026-08-06T02:46:02.750Z,릴스 없음
150,jwtalk_official,국내 메디컬 인접 계정,6777,3,보류,1,2026-08-06T02:46:14.994Z,릴스 없음
151,baropharm_official,국내 메디컬 인접 계정,6752,3,보류,1,2026-08-06T02:46:27.241Z,릴스 없음
152,icmcseoul,국내 메디컬 인접 계정,6312,3,보류,1,2026-08-06T02:46:39.493Z,릴스 없음
153,onyoubio,국내 메디컬 인접 계정,6107,3,보류,1,2026-08-06T02:47:01.871Z,릴스 없음
154,modu_pharm,국내 메디컬 인접 계정,6092,3,보류,1,2026-08-06T02:47:14.182Z,릴스 없음
155,kumedicine_guro,국내 메디컬 인접 계정,6073,3,보류,1,2026-08-06T02:47:26.653Z,릴스 없음
156,hanshinmedipia,국내 메디컬 인접 계정,5937,3,보류,1,2026-08-06T02:48:38.807Z,릴스 없음
157,ulsan_uuh,국내 메디컬 인접 계정,5881,3,보류,1,2026-08-06T02:49:01.252Z,릴스 없음
158,dongsan_1899,국내 메디컬 인접 계정,5510,3,보류,1,2026-08-06T02:49:13.634Z,릴스 없음
159,fitamin_official,국내 메디컬 인접 계정,5505,3,보류,1,2026-08-06T02:49:25.892Z,릴스 없음
160,loveplan__,국내 메디컬 인접 계정,5215,3,보류,1,2026-08-06T02:49:38.133Z,릴스 없음
161,snubh_official,국내 메디컬 인접 계정,5074,3,보류,1,2026-08-06T02:51:09.633Z,릴스 없음
162,bodoc_official,국내 메디컬 인접 계정,5065,3,보류,1,2026-08-06T02:51:21.986Z,릴스 없음
163,mariababy_official,국내 메디컬 인접 계정,5056,3,보류,1,2026-08-06T02:51:34.270Z,릴스 없음
164,charmacist_official,국내 메디컬 인접 계정,4731,3,보류,1,2026-08-06T02:51:46.524Z,릴스 없음
165,prief_official,국내 메디컬 인접 계정,4635,3,보류,1,2026-08-06T02:52:09.203Z,릴스 없음
166,official_medicoach,국내 메디컬 인접 계정,4608,3,보류,1,2026-08-06T02:52:21.524Z,릴스 없음
167,csuh_official,국내 메디컬 인접 계정,4382,3,보류,1,2026-08-06T02:52:33.795Z,릴스 없음
168,cnuh_01,국내 메디컬 인접 계정,3905,3,보류,1,2026-08-06T02:52:46.057Z,릴스 없음
169,heimish__h_,국내 메디컬 인접 계정,3835,3,보류,1,2026-08-06T02:53:10.358Z,릴스 없음
170,doctorsnews2024,국내 메디컬 인접 계정,3625,3,보류,1,2026-08-06T02:53:12.767Z,릴스 없음
171,pnuh_hongbo,국내 메디컬 인접 계정,3620,3,보류,1,2026-08-06T02:53:25.020Z,릴스 없음
172,yongsanint,국내 메디컬 인접 계정,3328,3,보류,1,2026-08-06T02:53:39.357Z,릴스 없음
173,gangdong_kyunghee,국내 메디컬 인접 계정,3199,3,보류,1,2026-08-06T02:54:01.895Z,릴스 없음
174,pharmway,국내 메디컬 인접 계정,3133,3,보류,1,2026-08-06T02:54:14.286Z,릴스 없음
175,kpanet_official,국내 메디컬 인접 계정,3110,3,보류,1,2026-08-06T02:54:34.250Z,릴스 없음
176,yoshanchuen,국내 메디컬 인접 계정,3021,3,보류,1,2026-08-06T02:54:46.493Z,릴스 없음
177,kuansanhospital,국내 메디컬 인접 계정,2990,3,보류,1,2026-08-06T02:55:59.222Z,릴스 없음
178,connectcare_official,국내 메디컬 인접 계정,2933,3,보류,1,2026-08-06T02:56:11.732Z,릴스 없음
179,shiny_jjeong,국내 메디컬 인접 계정,2889,3,보류,1,2026-08-06T02:56:23.974Z,릴스 없음
180,ajoumc_,국내 메디컬 인접 계정,2699,3,보류,1,2026-08-06T02:56:36.237Z,릴스 없음
181,anamhospital,국내 메디컬 인접 계정,2687,3,보류,1,2026-08-06T02:57:15.568Z,릴스 없음
182,nowhospital,국내 메디컬 인접 계정,2682,3,보류,1,2026-08-06T02:57:27.839Z,릴스 없음
183,cnuh_official,국내 메디컬 인접 계정,2680,3,보류,1,2026-08-06T02:57:40.126Z,릴스 없음
184,ourpharm_official,국내 메디컬 인접 계정,2640,3,보류,1,2026-08-06T02:57:52.401Z,릴스 없음
185,plusxp_official,국내 메디컬 인접 계정,2569,3,보류,1,2026-08-06T02:58:15.171Z,릴스 없음
186,goodhospitals,국내 메디컬 인접 계정,2531,3,보류,1,2026-08-06T02:58:27.460Z,릴스 없음
187,khis_insta,국내 메디컬 인접 계정,2515,3,보류,1,2026-08-06T02:58:39.835Z,릴스 없음
188,nmc_official,국내 메디컬 인접 계정,2426,3,보류,1,2026-08-06T02:58:52.083Z,릴스 없음
189,kpanews1968,국내 메디컬 인접 계정,2400,3,보류,1,2026-08-06T03:00:04.677Z,릴스 없음
190,ansimshop_,국내 메디컬 인접 계정,2262,3,보류,1,2026-08-06T03:00:17.017Z,릴스 없음
191,himchanhospital,국내 메디컬 인접 계정,2166,3,보류,1,2026-08-06T03:00:19.335Z,릴스 없음
192,spa_official2,국내 메디컬 인접 계정,2156,3,보류,1,2026-08-06T03:00:31.574Z,로그인 벽 또는 비공개 프로필
193,komef_official,국내 메디컬 인접 계정,2050,3,보류,1,2026-08-06T03:00:54.169Z,릴스 없음
194,eumc_in,국내 메디컬 인접 계정,1934,3,보류,1,2026-08-06T03:01:06.469Z,릴스 없음
195,shesmedi_hospital,국내 메디컬 인접 계정,1899,3,보류,1,2026-08-06T03:01:08.697Z,릴스 없음
196,daewonpharm,국내 메디컬 인접 계정,1854,3,보류,1,2026-08-06T03:01:20.905Z,릴스 없음
197,cauhospital,국내 메디컬 인접 계정,1834,3,보류,1,2026-08-06T03:01:43.325Z,릴스 없음
198,zeroderma_official,국내 메디컬 인접 계정,1825,3,보류,1,2026-08-06T03:01:55.573Z,릴스 없음
199,presolar_official,국내 메디컬 인접 계정,1748,3,보류,1,2026-08-06T03:02:07.826Z,릴스 없음
200,hubase_yakguk_official,국내 메디컬 인접 계정,1704,3,보류,1,2026-08-06T03:02:29.807Z,릴스 없음
201,segyero_dental,국내 메디컬 인접 계정,1562,3,보류,1,2026-08-06T03:03:18.764Z,릴스 없음
202,kyuh.ac.kr,국내 메디컬 인접 계정,1559,3,보류,1,2026-08-06T03:03:30.978Z,릴스 없음
203,_eoyeomo_official,국내 메디컬 인접 계정,1558,3,보류,1,2026-08-06T03:03:43.236Z,릴스 없음
204,nids_korea,국내 메디컬 인접 계정,1526,3,보류,1,2026-08-06T03:04:55.642Z,릴스 없음
205,khmcpr,국내 메디컬 인접 계정,1504,3,보류,1,2026-08-06T03:05:18.025Z,릴스 없음
206,rehart_official,국내 메디컬 인접 계정,1452,3,보류,1,2026-08-06T03:05:30.307Z,릴스 없음
207,yakin_magazine,국내 메디컬 인접 계정,1430,3,보류,1,2026-08-06T03:05:42.510Z,릴스 없음
208,dreamhosp,국내 메디컬 인접 계정,1388,3,보류,1,2026-08-06T03:05:54.747Z,릴스 없음
209,mypill_inc,국내 메디컬 인접 계정,1367,3,보류,1,2026-08-06T03:06:18.284Z,릴스 없음
210,pillgram_official,국내 메디컬 인접 계정,1364,3,보류,1,2026-08-06T03:06:30.488Z,릴스 없음
211,wkuh_org,국내 메디컬 인접 계정,1305,3,보류,1,2026-08-06T03:06:42.700Z,릴스 없음
212,hyemin.hospital,국내 메디컬 인접 계정,1240,3,보류,1,2026-08-06T03:06:54.922Z,릴스 없음
213,cellromax_official,국내 메디컬 인접 계정,1218,3,보류,1,2026-08-06T03:08:07.760Z,릴스 없음
214,yonseiwoori_hospital,국내 메디컬 인접 계정,1174,3,보류,1,2026-08-06T03:08:19.976Z,릴스 없음
215,foretskin_official,국내 메디컬 인접 계정,1172,3,보류,1,2026-08-06T03:08:32.232Z,릴스 없음
216,seoulmizhospital,국내 메디컬 인접 계정,1171,3,보류,1,2026-08-06T03:08:44.432Z,릴스 없음
217,pyunhanga_official,국내 메디컬 인접 계정,1133,3,보류,1,2026-08-06T03:09:06.765Z,릴스 없음
218,vippharm,국내 메디컬 인접 계정,1132,3,보류,1,2026-08-06T03:09:19.027Z,릴스 없음
219,yakmanager_official,국내 메디컬 인접 계정,1043,3,보류,1,2026-08-06T03:09:31.387Z,릴스 없음
220,jsjshospital,국내 메디컬 인접 계정,1034,3,보류,1,2026-08-06T03:09:43.724Z,릴스 없음
221,knjbio.official,국내 메디컬 인접 계정,1008,3,보류,0,2026-08-06T03:17:14.730Z,사용자 범위 제외: 병원·기관·메디컬 인접 계정
222,korea_pharmacy,국내 메디컬 인접 계정,999,3,보류,0,2026-08-06T03:17:14.730Z,사용자 범위 제외: 병원·기관·메디컬 인접 계정
223,mizmedi_hospital,국내 메디컬 인접 계정,953,3,보류,0,2026-08-06T03:17:14.730Z,사용자 범위 제외: 병원·기관·메디컬 인접 계정
224,ivywellness_official,국내 메디컬 인접 계정,886,3,보류,0,2026-08-06T03:17:14.730Z,사용자 범위 제외: 병원·기관·메디컬 인접 계정
225,idjmpharm,국내 메디컬 인접 계정,839,3,보류,0,2026-08-06T03:17:14.730Z,사용자 범위 제외: 병원·기관·메디컬 인접 계정
226,3paranmoon,국내 메디컬 인접 계정,826,3,보류,0,2026-08-06T03:17:14.730Z,사용자 범위 제외: 병원·기관·메디컬 인접 계정
227,thebareun_clinic,국내 메디컬 인접 계정,810,3,보류,0,2026-08-06T03:17:14.730Z,사용자 범위 제외: 병원·기관·메디컬 인접 계정
228,seoulteamdoctor,국내 메디컬 인접 계정,809,3,보류,0,2026-08-06T03:17:14.730Z,사용자 범위 제외: 병원·기관·메디컬 인접 계정
229,pharmfriends,국내 메디컬 인접 계정,778,3,보류,0,2026-08-06T03:17:14.730Z,사용자 범위 제외: 병원·기관·메디컬 인접 계정
230,kangnam_humc,국내 메디컬 인접 계정,755,3,보류,0,2026-08-06T03:17:14.730Z,사용자 범위 제외: 병원·기관·메디컬 인접 계정
231,zion_womens,국내 메디컬 인접 계정,742,3,보류,0,2026-08-06T03:17:14.730Z,사용자 범위 제외: 병원·기관·메디컬 인접 계정
232,madisesang,국내 메디컬 인접 계정,731,3,보류,0,2026-08-06T03:17:14.730Z,사용자 범위 제외: 병원·기관·메디컬 인접 계정
233,gwangju_bohun,국내 메디컬 인접 계정,687,3,보류,0,2026-08-06T03:17:14.730Z,사용자 범위 제외: 병원·기관·메디컬 인접 계정
234,baro2dc,국내 메디컬 인접 계정,675,3,보류,0,2026-08-06T03:17:14.730Z,사용자 범위 제외: 병원·기관·메디컬 인접 계정
235,do_u.know.hs,국내 메디컬 인접 계정,670,3,보류,0,2026-08-06T03:17:14.730Z,사용자 범위 제외: 병원·기관·메디컬 인접 계정
236,prhanyang,국내 메디컬 인접 계정,668,3,보류,0,2026-08-06T03:17:14.730Z,사용자 범위 제외: 병원·기관·메디컬 인접 계정
237,knjbio.academy,국내 메디컬 인접 계정,639,3,보류,0,2026-08-06T03:17:14.730Z,사용자 범위 제외: 병원·기관·메디컬 인접 계정
238,glucom_official,국내 메디컬 인접 계정,629,3,보류,0,2026-08-06T03:17:14.730Z,사용자 범위 제외: 병원·기관·메디컬 인접 계정
239,cmcsvincent,국내 메디컬 인접 계정,624,3,보류,0,2026-08-06T03:17:14.730Z,사용자 범위 제외: 병원·기관·메디컬 인접 계정
