순번,핸들,계정유형,팔로워수치,우선순위,상태,시도횟수,처리일시,보류사유
46,myyaksa,국내 약사 인플루언서,28000,1,보류,1,2026-08-06T02:10:02.187Z,릴스 없음
47,ddib_yaksa,국내 약사 인플루언서,27000,1,보류,1,2026-08-06T02:10:14.556Z,릴스 없음
48,sonyaksa_lab,국내 약사 인플루언서,25000,1,보류,1,2026-08-06T02:10:26.855Z,릴스 없음
49,zzin__yaksa,국내 약사 인플루언서,24000,1,보류,1,2026-08-06T02:10:39.158Z,릴스 없음
50,ssok_yaksa,국내 약사 인플루언서,23000,1,보류,1,2026-08-06T02:11:04.709Z,릴스 없음
51,hi_kim_yaksa,국내 약사 인플루언서,22000,1,보류,1,2026-08-06T02:11:17.035Z,릴스 없음
52,dani_yaksa,국내 약사 인플루언서,21000,1,보류,1,2026-08-06T02:11:29.346Z,릴스 없음
53,woojoobe.yak,국내 약사 인플루언서,21000,1,보류,1,2026-08-06T02:11:53.697Z,릴스 없음
54,jaedol_yaksa,국내 약사 인플루언서,19000,1,보류,1,2026-08-06T02:12:06.073Z,릴스 없음
55,malti_yaksa,국내 약사 인플루언서,19000,1,보류,1,2026-08-06T02:12:18.329Z,릴스 없음
56,time_yaksa,국내 약사 인플루언서,19000,1,보류,1,2026-08-06T02:12:41.021Z,릴스 없음
57,hongsee_yaksa,국내 약사 인플루언서,18000,1,보류,1,2026-08-06T02:12:53.473Z,릴스 없음
58,bada_yaksa,국내 약사 인플루언서,16000,1,보류,1,2026-08-06T02:12:55.878Z,릴스 없음
59,onda_pharmacist,국내 약사 인플루언서,13000,1,보류,1,2026-08-06T02:13:18.400Z,릴스 없음
60,ggogi_yaksa,국내 약사 인플루언서,12000,1,보류,1,2026-08-06T02:13:30.693Z,릴스 없음
61,yaksasum,국내 약사 인플루언서,12000,1,보류,1,2026-08-06T02:14:03.674Z,릴스 없음
62,ggnn_yaksa,국내 약사 인플루언서,11000,1,보류,1,2026-08-06T02:14:15.940Z,릴스 없음
63,healthy.yaksa,국내 약사 인플루언서,11000,1,보류,1,2026-08-06T02:15:28.517Z,릴스 없음
64,dang.dang_yaksa,국내 약사 인플루언서,10000,1,보류,1,2026-08-06T02:15:40.824Z,릴스 없음
65,mentor_pharm,국내 약사 인플루언서,10000,1,완료,1,2026-08-06T02:16:19.011Z,
66,run.pharmacist,국내 약사 인플루언서,9820,2,완료,1,2026-08-06T02:16:41.496Z,
67,gachiyaksa,국내 약사 인플루언서,8111,2,완료,1,2026-08-06T02:17:03.923Z,
68,yourhsis,국내 약사 인플루언서,7710,2,완료,1,2026-08-06T02:17:26.858Z,
69,yeogi_yaksa,국내 약사 인플루언서,7309,2,완료,1,2026-08-06T02:18:00.952Z,
70,realofh2o,국내 약사 인플루언서,6955,2,완료,1,2026-08-06T02:18:24.450Z,
71,manyjjju_yaksa,국내 약사 인플루언서,5766,2,보류,1,2026-08-06T02:18:26.719Z,릴스 없음
72,timepharm,국내 약사 인플루언서,5112,2,보류,1,2026-08-06T02:19:14.589Z,릴스 없음
73,malang.yaksa,국내 약사 인플루언서,4838,2,보류,1,2026-08-06T02:19:28.682Z,릴스 없음
74,heung_di,국내 약사 인플루언서,4392,2,보류,1,2026-08-06T02:19:41.001Z,릴스 없음
75,kkamang_yacksa,국내 약사 인플루언서,3836,2,보류,1,2026-08-06T02:19:53.296Z,릴스 없음
76,time4pharm,국내 약사 인플루언서,2838,2,보류,1,2026-08-06T02:20:05.611Z,릴스 없음
77,yak_guide,국내 약사 인플루언서,2158,2,보류,1,2026-08-06T02:20:28.756Z,릴스 없음
78,yaksa_hwanghaeyeon_,국내 약사 인플루언서,2121,2,보류,1,2026-08-06T02:20:41.000Z,릴스 없음
79,yulbang_counseling,국내 약사 인플루언서,1727,2,보류,1,2026-08-06T02:20:53.518Z,릴스 없음
80,ewha_yaksa,국내 약사 인플루언서,1709,2,보류,1,2026-08-06T02:21:06.016Z,릴스 없음
81,pharm_mison,국내 약사 인플루언서,1701,2,보류,1,2026-08-06T02:21:50.110Z,릴스 없음
82,pharmacist_bin,국내 약사 인플루언서,1609,2,보류,1,2026-08-06T02:22:02.461Z,릴스 없음
83,ummayaksa,국내 약사 인플루언서,1537,2,보류,1,2026-08-06T02:22:14.742Z,릴스 없음
84,miyu_pharm,국내 약사 인플루언서,1531,2,완료,1,2026-08-06T02:22:47.452Z,
85,jjukku_min.yaksa,국내 약사 인플루언서,1137,2,보류,1,2026-08-06T02:23:11.277Z,릴스 없음
86,ggul_yaksa,국내 약사 인플루언서,1014,2,보류,1,2026-08-06T02:23:23.543Z,릴스 없음
87,sue_yaksa,국내 약사 인플루언서,1011,2,보류,1,2026-08-06T02:23:35.830Z,릴스 없음
88,gmpharmacist,국내 약사 인플루언서,782,2,보류,1,2026-08-06T02:23:48.069Z,릴스 없음
89,yes_yaksa,국내 약사 인플루언서,742,2,보류,1,2026-08-06T02:24:12.590Z,릴스 없음
90,verdepharmacy1,국내 약사 인플루언서,652,2,보류,1,2026-08-06T02:24:24.846Z,릴스 없음
91,dongdong_pharm,국내 약사 인플루언서,528,2,보류,1,2026-08-06T02:24:37.099Z,릴스 없음
92,ez_yaksa,국내 약사 인플루언서,500,2,보류,1,2026-08-06T02:24:49.343Z,릴스 없음
93,our_med._room,국내 약사 인플루언서,374,2,보류,1,2026-08-06T02:25:11.612Z,릴스 없음
94,pharmacy_nana,국내 약사 인플루언서,289,2,보류,1,2026-08-06T02:25:23.876Z,릴스 없음
95,gangnam_yaksa,국내 약사 인플루언서,282,2,보류,1,2026-08-06T02:25:36.165Z,릴스 없음
96,medi2388_,국내 약사 인플루언서,260,2,보류,1,2026-08-06T02:25:48.511Z,릴스 없음
97,yy_yaksa,국내 약사 인플루언서,250,2,완료,1,2026-08-06T02:26:17.149Z,
98,choeunpharm,국내 약사 인플루언서,200,2,보류,1,2026-08-06T02:26:19.411Z,릴스 없음
99,imagine_yaksa,국내 약사 인플루언서,102,2,보류,1,2026-08-06T02:26:21.702Z,릴스 없음
100,realpharm5,국내 약사 인플루언서,67,2,보류,1,2026-08-06T02:26:24.112Z,릴스 없음
101,muse_yaksa,국내 약사 인플루언서,40,2,대기,0,,
102,yakalofficial,국내 약사 인플루언서,14,2,대기,0,,
103,kangsoyeon__,국내 메디컬 인접 계정,1530000,3,대기,0,,
104,lilly_yaksa,국내 메디컬 인접 계정,275000,3,대기,0,,
105,sani_and_haeng,국내 메디컬 인접 계정,212000,3,대기,0,,
106,medical_newsroom,국내 메디컬 인접 계정,185000,3,대기,0,,
107,knowledgeins_kr,국내 메디컬 인접 계정,164000,3,대기,0,,
108,mohw_kr,국내 메디컬 인접 계정,148000,3,대기,0,,
109,ssofit_yaksa,국내 메디컬 인접 계정,142000,3,대기,0,,
110,toad_pharm,국내 메디컬 인접 계정,123000,3,대기,0,,
111,dr.jungsodam,국내 메디컬 인접 계정,118000,3,대기,0,,
112,mfdskorea,국내 메디컬 인접 계정,55000,3,대기,0,,
113,nhis_korea,국내 메디컬 인접 계정,49000,3,대기,0,,
114,gimhae_city,국내 메디컬 인접 계정,42000,3,대기,0,,
115,ckdhc__official,국내 메디컬 인접 계정,38000,3,대기,0,,
116,dr.wongu,국내 메디컬 인접 계정,36000,3,대기,0,,
117,medicalkoreaofficial,국내 메디컬 인접 계정,35000,3,대기,0,,
118,bebememo_kr,국내 메디컬 인접 계정,34000,3,대기,0,,
119,ok_hira,국내 메디컬 인접 계정,34000,3,대기,0,,
120,doctor_hwany,국내 메디컬 인접 계정,32000,3,대기,0,,
121,haeundae_official,국내 메디컬 인접 계정,30000,3,대기,0,,
122,snuh_official,국내 메디컬 인접 계정,29000,3,대기,0,,
123,usbukgu,국내 메디컬 인접 계정,28000,3,대기,0,,
124,gunginam_tv,국내 메디컬 인접 계정,26000,3,대기,0,,
125,dr.hair_lee,국내 메디컬 인접 계정,21000,3,대기,0,,
126,humc_health,국내 메디컬 인접 계정,21000,3,대기,0,,
127,k_health_promotion,국내 메디컬 인접 계정,21000,3,대기,0,,
128,minish_dental.hospital,국내 메디컬 인접 계정,20000,3,대기,0,,
129,somda.park,국내 메디컬 인접 계정,20000,3,대기,0,,
130,dr_park_skin,국내 메디컬 인접 계정,18000,3,대기,0,,
131,kumedicine_official,국내 메디컬 인접 계정,18000,3,대기,0,,
132,korea_anti_doping_agency,국내 메디컬 인접 계정,17000,3,대기,0,,
133,donghae.city,국내 메디컬 인접 계정,15000,3,대기,0,,
134,hello_khidi,국내 메디컬 인접 계정,14000,3,대기,0,,
135,ohshu_market,국내 메디컬 인접 계정,14000,3,대기,0,,
136,ud_dental,국내 메디컬 인접 계정,13000,3,대기,0,,
137,yesan_gun,국내 메디컬 인접 계정,12000,3,대기,0,,
138,chosunich.official,국내 메디컬 인접 계정,11000,3,대기,0,,
139,health_in_news,국내 메디컬 인접 계정,11000,3,대기,0,,
140,akdskin_kr,국내 메디컬 인접 계정,10000,3,대기,0,,
141,inha_uh,국내 메디컬 인접 계정,10000,3,대기,0,,
142,cellmed.official,국내 메디컬 인접 계정,9821,3,대기,0,,
143,bombit_medical,국내 메디컬 인접 계정,9393,3,대기,0,,
144,onnuripharmacy,국내 메디컬 인접 계정,9108,3,대기,0,,
145,jilgyungyi_official,국내 메디컬 인접 계정,8798,3,대기,0,,
146,owm.pharm.official,국내 메디컬 인접 계정,8602,3,대기,0,,
147,drugsafe_official,국내 메디컬 인접 계정,8520,3,대기,0,,
148,hello_health_pr,국내 메디컬 인접 계정,7657,3,대기,0,,
149,readyyoungpharmacy_global,국내 메디컬 인접 계정,6934,3,대기,0,,
150,jwtalk_official,국내 메디컬 인접 계정,6777,3,대기,0,,
151,baropharm_official,국내 메디컬 인접 계정,6752,3,대기,0,,
152,icmcseoul,국내 메디컬 인접 계정,6312,3,대기,0,,
153,onyoubio,국내 메디컬 인접 계정,6107,3,대기,0,,
154,modu_pharm,국내 메디컬 인접 계정,6092,3,대기,0,,
155,kumedicine_guro,국내 메디컬 인접 계정,6073,3,대기,0,,
156,hanshinmedipia,국내 메디컬 인접 계정,5937,3,대기,0,,
157,ulsan_uuh,국내 메디컬 인접 계정,5881,3,대기,0,,
158,dongsan_1899,국내 메디컬 인접 계정,5510,3,대기,0,,
159,fitamin_official,국내 메디컬 인접 계정,5505,3,대기,0,,
160,loveplan__,국내 메디컬 인접 계정,5215,3,대기,0,,
161,snubh_official,국내 메디컬 인접 계정,5074,3,대기,0,,
162,bodoc_official,국내 메디컬 인접 계정,5065,3,대기,0,,
163,mariababy_official,국내 메디컬 인접 계정,5056,3,대기,0,,
164,charmacist_official,국내 메디컬 인접 계정,4731,3,대기,0,,
165,prief_official,국내 메디컬 인접 계정,4635,3,대기,0,,
166,official_medicoach,국내 메디컬 인접 계정,4608,3,대기,0,,
167,csuh_official,국내 메디컬 인접 계정,4382,3,대기,0,,
168,cnuh_01,국내 메디컬 인접 계정,3905,3,대기,0,,
169,heimish__h_,국내 메디컬 인접 계정,3835,3,대기,0,,
170,doctorsnews2024,국내 메디컬 인접 계정,3625,3,대기,0,,
171,pnuh_hongbo,국내 메디컬 인접 계정,3620,3,대기,0,,
172,yongsanint,국내 메디컬 인접 계정,3328,3,대기,0,,
173,gangdong_kyunghee,국내 메디컬 인접 계정,3199,3,대기,0,,
174,pharmway,국내 메디컬 인접 계정,3133,3,대기,0,,
175,kpanet_official,국내 메디컬 인접 계정,3110,3,대기,0,,
176,yoshanchuen,국내 메디컬 인접 계정,3021,3,대기,0,,
177,kuansanhospital,국내 메디컬 인접 계정,2990,3,대기,0,,
178,connectcare_official,국내 메디컬 인접 계정,2933,3,대기,0,,
179,shiny_jjeong,국내 메디컬 인접 계정,2889,3,대기,0,,
180,ajoumc_,국내 메디컬 인접 계정,2699,3,대기,0,,
181,anamhospital,국내 메디컬 인접 계정,2687,3,대기,0,,
182,nowhospital,국내 메디컬 인접 계정,2682,3,대기,0,,
183,cnuh_official,국내 메디컬 인접 계정,2680,3,대기,0,,
184,ourpharm_official,국내 메디컬 인접 계정,2640,3,대기,0,,
185,plusxp_official,국내 메디컬 인접 계정,2569,3,대기,0,,
186,goodhospitals,국내 메디컬 인접 계정,2531,3,대기,0,,
187,khis_insta,국내 메디컬 인접 계정,2515,3,대기,0,,
188,nmc_official,국내 메디컬 인접 계정,2426,3,대기,0,,
189,kpanews1968,국내 메디컬 인접 계정,2400,3,대기,0,,
190,ansimshop_,국내 메디컬 인접 계정,2262,3,대기,0,,
191,himchanhospital,국내 메디컬 인접 계정,2166,3,대기,0,,
192,spa_official2,국내 메디컬 인접 계정,2156,3,대기,0,,
193,komef_official,국내 메디컬 인접 계정,2050,3,대기,0,,
194,eumc_in,국내 메디컬 인접 계정,1934,3,대기,0,,
195,shesmedi_hospital,국내 메디컬 인접 계정,1899,3,대기,0,,
196,daewonpharm,국내 메디컬 인접 계정,1854,3,대기,0,,
197,cauhospital,국내 메디컬 인접 계정,1834,3,대기,0,,
198,zeroderma_official,국내 메디컬 인접 계정,1825,3,대기,0,,
199,presolar_official,국내 메디컬 인접 계정,1748,3,대기,0,,
200,hubase_yakguk_official,국내 메디컬 인접 계정,1704,3,대기,0,,
201,segyero_dental,국내 메디컬 인접 계정,1562,3,대기,0,,
202,kyuh.ac.kr,국내 메디컬 인접 계정,1559,3,대기,0,,
203,_eoyeomo_official,국내 메디컬 인접 계정,1558,3,대기,0,,
204,nids_korea,국내 메디컬 인접 계정,1526,3,대기,0,,
205,khmcpr,국내 메디컬 인접 계정,1504,3,대기,0,,
206,rehart_official,국내 메디컬 인접 계정,1452,3,대기,0,,
207,yakin_magazine,국내 메디컬 인접 계정,1430,3,대기,0,,
208,dreamhosp,국내 메디컬 인접 계정,1388,3,대기,0,,
209,mypill_inc,국내 메디컬 인접 계정,1367,3,대기,0,,
210,pillgram_official,국내 메디컬 인접 계정,1364,3,대기,0,,
211,wkuh_org,국내 메디컬 인접 계정,1305,3,대기,0,,
212,hyemin.hospital,국내 메디컬 인접 계정,1240,3,대기,0,,
213,cellromax_official,국내 메디컬 인접 계정,1218,3,대기,0,,
214,yonseiwoori_hospital,국내 메디컬 인접 계정,1174,3,대기,0,,
215,foretskin_official,국내 메디컬 인접 계정,1172,3,대기,0,,
216,seoulmizhospital,국내 메디컬 인접 계정,1171,3,대기,0,,
217,pyunhanga_official,국내 메디컬 인접 계정,1133,3,대기,0,,
218,vippharm,국내 메디컬 인접 계정,1132,3,대기,0,,
219,yakmanager_official,국내 메디컬 인접 계정,1043,3,대기,0,,
220,jsjshospital,국내 메디컬 인접 계정,1034,3,대기,0,,
221,knjbio.official,국내 메디컬 인접 계정,1008,3,대기,0,,
222,korea_pharmacy,국내 메디컬 인접 계정,999,3,대기,0,,
223,mizmedi_hospital,국내 메디컬 인접 계정,953,3,대기,0,,
224,ivywellness_official,국내 메디컬 인접 계정,886,3,대기,0,,
225,idjmpharm,국내 메디컬 인접 계정,839,3,대기,0,,
226,3paranmoon,국내 메디컬 인접 계정,826,3,대기,0,,
227,thebareun_clinic,국내 메디컬 인접 계정,810,3,대기,0,,
228,seoulteamdoctor,국내 메디컬 인접 계정,809,3,대기,0,,
229,pharmfriends,국내 메디컬 인접 계정,778,3,대기,0,,
230,kangnam_humc,국내 메디컬 인접 계정,755,3,대기,0,,
231,zion_womens,국내 메디컬 인접 계정,742,3,대기,0,,
232,madisesang,국내 메디컬 인접 계정,731,3,대기,0,,
233,gwangju_bohun,국내 메디컬 인접 계정,687,3,대기,0,,
234,baro2dc,국내 메디컬 인접 계정,675,3,대기,0,,
235,do_u.know.hs,국내 메디컬 인접 계정,670,3,대기,0,,
236,prhanyang,국내 메디컬 인접 계정,668,3,대기,0,,
237,knjbio.academy,국내 메디컬 인접 계정,639,3,대기,0,,
238,glucom_official,국내 메디컬 인접 계정,629,3,대기,0,,
239,cmcsvincent,국내 메디컬 인접 계정,624,3,대기,0,,
240,yusung_pharmacy,국내 메디컬 인접 계정,614,3,대기,0,,
241,nutrii_official,국내 메디컬 인접 계정,611,3,대기,0,,
242,pharmplay_official,국내 메디컬 인접 계정,597,3,대기,0,,
243,seoulacehospital,국내 메디컬 인접 계정,563,3,대기,0,,
244,mango._.baby,국내 메디컬 인접 계정,561,3,대기,0,,
245,ayak_official,국내 메디컬 인접 계정,546,3,대기,0,,
246,nutripharma_2019,국내 메디컬 인접 계정,542,3,대기,0,,
247,veteranhospital,국내 메디컬 인접 계정,524,3,대기,0,,
248,doremi.pharmacy.official,국내 메디컬 인접 계정,523,3,대기,0,,
249,medikingdom_pharmacy,국내 메디컬 인접 계정,506,3,대기,0,,
250,lemonpharmacy38,국내 메디컬 인접 계정,500,3,대기,0,,
251,sam_hospital,국내 메디컬 인접 계정,452,3,대기,0,,
252,dana_pharmacy_,국내 메디컬 인접 계정,447,3,대기,0,,
253,cnchospital,국내 메디컬 인접 계정,444,3,대기,0,,
254,friendly_pharmabros_official,국내 메디컬 인접 계정,432,3,대기,0,,
255,amc_seoul_health,국내 메디컬 인접 계정,399,3,대기,0,,
256,hanwhapharm_official,국내 메디컬 인접 계정,397,3,대기,0,,
257,blessing.pharmacy,국내 메디컬 인접 계정,369,3,대기,0,,
258,urimedi1,국내 메디컬 인접 계정,340,3,대기,0,,
259,inbodypharm,국내 메디컬 인접 계정,298,3,대기,0,,
260,donga_onnuri,국내 메디컬 인접 계정,291,3,대기,0,,
261,innerdew.official,국내 메디컬 인접 계정,280,3,대기,0,,
262,ysbonlove,국내 메디컬 인접 계정,273,3,대기,0,,
263,official_naproud,국내 메디컬 인접 계정,258,3,대기,0,,
264,papas.promise,국내 메디컬 인접 계정,240,3,대기,0,,
265,mokdong_samsung_top_im,국내 메디컬 인접 계정,219,3,대기,0,,
266,pharmacyinpalm_official,국내 메디컬 인접 계정,188,3,대기,0,,
267,mbb.official__,국내 메디컬 인접 계정,145,3,대기,0,,
268,sspharm_apgujeong,국내 메디컬 인접 계정,142,3,대기,0,,
269,jsr032_,국내 메디컬 인접 계정,141,3,대기,0,,
270,swmedical_official,국내 메디컬 인접 계정,135,3,대기,0,,
271,urispine,국내 메디컬 인접 계정,132,3,대기,0,,
272,leehwanho_ent,국내 메디컬 인접 계정,116,3,대기,0,,
273,wiltse_suwon,국내 메디컬 인접 계정,83,3,대기,0,,
274,wellness_gn,국내 메디컬 인접 계정,68,3,대기,0,,
275,seokyoung.park1223,국내 메디컬 인접 계정,60,3,대기,0,,
276,bpa_antidrug,국내 메디컬 인접 계정,55,3,대기,0,,
277,36.5_pharm,국내 메디컬 인접 계정,48,3,대기,0,,
278,bestson_suwon,국내 메디컬 인접 계정,43,3,대기,0,,
279,peurajo,국내 메디컬 인접 계정,27,3,대기,0,,
280,k_phf.official,국내 메디컬 인접 계정,9,3,대기,0,,
281,korea2nt_official,국내 메디컬 인접 계정,8,3,대기,0,,
282,philsmypharmacist,해외 약사 인플루언서,1597000,4,대기,0,,
283,wellness.pharm,해외 약사 인플루언서,346000,4,대기,0,,
284,beautybynori_,해외 약사 인플루언서,196000,4,대기,0,,
285,eva.pharma,해외 메디컬 인접 계정,116000,4,대기,0,,
286,pharmfluency,해외 메디컬 인접 계정,41000,4,대기,0,,
287,dralishareed,해외 약사 인플루언서,27000,4,대기,0,,
288,ipsforg,해외 메디컬 인접 계정,26000,4,대기,0,,
289,thefulfilledpharmacist,해외 약사 인플루언서,25000,4,대기,0,,
290,ashpofficial,해외 메디컬 인접 계정,16000,4,대기,0,,
291,healthwellnesspharmacist1,해외 약사 인플루언서,15000,4,대기,0,,
292,melsmedicines,해외 약사 인플루언서,14000,4,대기,0,,
293,nathan.wu,해외 약사 인플루언서,13000,4,대기,0,,
294,thedoseclub,해외 약사 인플루언서,13000,4,대기,0,,
295,unitysg,해외 약사 인플루언서,8884,4,대기,0,,
296,lawpharm,해외 약사 인플루언서,7428,4,대기,0,,
297,efficahealth,해외 메디컬 인접 계정,7374,4,대기,0,,
298,monashpharm,해외 메디컬 인접 계정,5857,4,대기,0,,
299,yaksawiki,해외 약사 인플루언서,5515,4,대기,0,,
300,tamuhealth,해외 메디컬 인접 계정,5502,4,대기,0,,
301,accp,해외 메디컬 인접 계정,5394,4,대기,0,,
302,uncpharmacy,해외 메디컬 인접 계정,5391,4,대기,0,,
303,um_radyfhs,해외 메디컬 인접 계정,5146,4,대기,0,,
304,fmhs_uoa,해외 메디컬 인접 계정,3781,4,대기,0,,
305,uwmadisonpharmacy,해외 메디컬 인접 계정,3529,4,대기,0,,
306,cph_qu,해외 메디컬 인접 계정,3257,4,대기,0,,
307,duquesnepharm,해외 메디컬 인접 계정,3151,4,대기,0,,
308,wellness.pharmacy.rx,해외 약사 인플루언서,3065,4,대기,0,,
309,stg_wellness,해외 약사 인플루언서,2886,4,대기,0,,
310,leidenmedicine,해외 메디컬 인접 계정,2364,4,대기,0,,
311,healthcaredistrict,해외 메디컬 인접 계정,2000,4,대기,0,,
312,larkinuniversity,해외 메디컬 인접 계정,1886,4,대기,0,,
313,unm_pharmacy,해외 메디컬 인접 계정,1753,4,대기,0,,
314,dakota_rx,해외 메디컬 인접 계정,1664,4,대기,0,,
315,pharmacyatqub,해외 메디컬 인접 계정,1662,4,대기,0,,
316,masaryk_pharmacy,해외 메디컬 인접 계정,1613,4,대기,0,,
317,rfupharmacy,해외 메디컬 인접 계정,1593,4,대기,0,,
318,uclsopsu,해외 메디컬 인접 계정,1455,4,대기,0,,
319,uod_college_of_pharmacy,해외 메디컬 인접 계정,1393,4,대기,0,,
320,ucsfpharmacy,해외 메디컬 인접 계정,1163,4,대기,0,,
321,college.of.pharmacy.aau,해외 메디컬 인접 계정,1054,4,대기,0,,
322,ucpharmacy,해외 메디컬 인접 계정,919,4,대기,0,,
323,taylorssop,해외 메디컬 인접 계정,825,4,대기,0,,
324,innovationcompounding,해외 메디컬 인접 계정,804,4,대기,0,,
325,_college_of_pharmacy_,해외 메디컬 인접 계정,711,4,대기,0,,
326,gawande_college_of_pharmacy,해외 메디컬 인접 계정,689,4,대기,0,,
327,mbku_pharmadmissions,해외 메디컬 인접 계정,678,4,대기,0,,
328,unc_snpha,해외 메디컬 인접 계정,609,4,대기,0,,
329,mirandalouisechan,해외 약사 인플루언서,454,4,대기,0,,
330,ceimpactrx,해외 메디컬 인접 계정,407,4,대기,0,,
331,uwcschoolofpharmacy,해외 메디컬 인접 계정,366,4,대기,0,,
332,tucapharmacy,해외 메디컬 인접 계정,344,4,대기,0,,
333,monadnockcommunityhospital,해외 메디컬 인접 계정,317,4,대기,0,,
334,broadwater.pharmacy,해외 메디컬 인접 계정,281,4,대기,0,,
335,mgm_pharmacy,해외 메디컬 인접 계정,166,4,대기,0,,
336,wellness_pharmacist_,해외 약사 인플루언서,157,4,대기,0,,
