"순번","핸들","계정유형","팔로워수치","우선순위","상태","시도횟수","처리일시","보류사유"
"37","jay_yaksa","국내 약사 인플루언서","51000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"38","yaksa_mh","국내 약사 인플루언서","50000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"39","cho_yak","국내 약사 인플루언서","49000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"40","jenny_yaksa","국내 약사 인플루언서","49000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"41","ana_yaksa","국내 약사 인플루언서","45000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"42","fit_yaksa","국내 약사 인플루언서","44000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"43","yak.filter","국내 약사 인플루언서","42000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"44","pill_yaksa","국내 약사 인플루언서","35000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"45","youjin_yaksa","국내 약사 인플루언서","30000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"46","myyaksa","국내 약사 인플루언서","28000","1","완료","2","2026-08-06T11:08:32.661Z",""
"47","ddib_yaksa","국내 약사 인플루언서","27000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"48","sonyaksa_lab","국내 약사 인플루언서","25000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"49","zzin__yaksa","국내 약사 인플루언서","24000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"50","ssok_yaksa","국내 약사 인플루언서","23000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"51","hi_kim_yaksa","국내 약사 인플루언서","22000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"52","dani_yaksa","국내 약사 인플루언서","21000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"53","woojoobe.yak","국내 약사 인플루언서","21000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"54","jaedol_yaksa","국내 약사 인플루언서","19000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"55","malti_yaksa","국내 약사 인플루언서","19000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"56","time_yaksa","국내 약사 인플루언서","19000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"57","hongsee_yaksa","국내 약사 인플루언서","18000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"58","bada_yaksa","국내 약사 인플루언서","16000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"59","onda_pharmacist","국내 약사 인플루언서","13000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"60","ggogi_yaksa","국내 약사 인플루언서","12000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"61","yaksasum","국내 약사 인플루언서","12000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"62","ggnn_yaksa","국내 약사 인플루언서","11000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"63","healthy.yaksa","국내 약사 인플루언서","11000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"64","dang.dang_yaksa","국내 약사 인플루언서","10000","1","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"65","mentor_pharm","국내 약사 인플루언서","10000","1","완료","1","2026-08-06T02:16:19.011Z",""
"66","run.pharmacist","국내 약사 인플루언서","9820","2","완료","1","2026-08-06T02:16:41.496Z",""
"67","gachiyaksa","국내 약사 인플루언서","8111","2","완료","1","2026-08-06T02:17:03.923Z",""
"68","yourhsis","국내 약사 인플루언서","7710","2","완료","1","2026-08-06T02:17:26.858Z",""
"69","yeogi_yaksa","국내 약사 인플루언서","7309","2","완료","1","2026-08-06T02:18:00.952Z",""
"70","realofh2o","국내 약사 인플루언서","6955","2","완료","1","2026-08-06T02:18:24.450Z",""
"71","manyjjju_yaksa","국내 약사 인플루언서","5766","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"72","timepharm","국내 약사 인플루언서","5112","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"73","malang.yaksa","국내 약사 인플루언서","4838","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"74","heung_di","국내 약사 인플루언서","4392","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"75","kkamang_yacksa","국내 약사 인플루언서","3836","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"76","time4pharm","국내 약사 인플루언서","2838","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"77","yak_guide","국내 약사 인플루언서","2158","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"78","yaksa_hwanghaeyeon_","국내 약사 인플루언서","2121","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"79","yulbang_counseling","국내 약사 인플루언서","1727","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"80","ewha_yaksa","국내 약사 인플루언서","1709","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"81","pharm_mison","국내 약사 인플루언서","1701","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"82","pharmacist_bin","국내 약사 인플루언서","1609","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"83","ummayaksa","국내 약사 인플루언서","1537","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"84","miyu_pharm","국내 약사 인플루언서","1531","2","완료","1","2026-08-06T02:22:47.452Z",""
"85","jjukku_min.yaksa","국내 약사 인플루언서","1137","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"86","ggul_yaksa","국내 약사 인플루언서","1014","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"87","sue_yaksa","국내 약사 인플루언서","1011","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"88","gmpharmacist","국내 약사 인플루언서","782","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"89","yes_yaksa","국내 약사 인플루언서","742","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"90","verdepharmacy1","국내 약사 인플루언서","652","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"91","dongdong_pharm","국내 약사 인플루언서","528","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"92","ez_yaksa","국내 약사 인플루언서","500","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"93","our_med._room","국내 약사 인플루언서","374","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"94","pharmacy_nana","국내 약사 인플루언서","289","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"95","gangnam_yaksa","국내 약사 인플루언서","282","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"96","medi2388_","국내 약사 인플루언서","260","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"97","yy_yaksa","국내 약사 인플루언서","250","2","완료","1","2026-08-06T02:26:17.149Z",""
"98","choeunpharm","국내 약사 인플루언서","200","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"99","imagine_yaksa","국내 약사 인플루언서","102","2","완료","3","2026-08-06T11:16:25.872Z",""
"100","realpharm5","국내 약사 인플루언서","67","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"101","muse_yaksa","국내 약사 인플루언서","40","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"102","yakalofficial","국내 약사 인플루언서","14","2","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"103","kangsoyeon__","국내 메디컬 인접 계정","1530000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"104","lilly_yaksa","국내 메디컬 인접 계정","275000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"105","sani_and_haeng","국내 메디컬 인접 계정","212000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"106","medical_newsroom","국내 메디컬 인접 계정","185000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"107","knowledgeins_kr","국내 메디컬 인접 계정","164000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"108","mohw_kr","국내 메디컬 인접 계정","148000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"109","ssofit_yaksa","국내 메디컬 인접 계정","142000","3","완료","1","2026-08-06T02:30:52.376Z",""
"110","toad_pharm","국내 메디컬 인접 계정","123000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"111","dr.jungsodam","국내 메디컬 인접 계정","118000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"112","mfdskorea","국내 메디컬 인접 계정","55000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"113","nhis_korea","국내 메디컬 인접 계정","49000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"114","gimhae_city","국내 메디컬 인접 계정","42000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"115","ckdhc__official","국내 메디컬 인접 계정","38000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"116","dr.wongu","국내 메디컬 인접 계정","36000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"117","medicalkoreaofficial","국내 메디컬 인접 계정","35000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"118","bebememo_kr","국내 메디컬 인접 계정","34000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"119","ok_hira","국내 메디컬 인접 계정","34000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"120","doctor_hwany","국내 메디컬 인접 계정","32000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"121","haeundae_official","국내 메디컬 인접 계정","30000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"122","snuh_official","국내 메디컬 인접 계정","29000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"123","usbukgu","국내 메디컬 인접 계정","28000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"124","gunginam_tv","국내 메디컬 인접 계정","26000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"125","dr.hair_lee","국내 메디컬 인접 계정","21000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"126","humc_health","국내 메디컬 인접 계정","21000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"127","k_health_promotion","국내 메디컬 인접 계정","21000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"128","minish_dental.hospital","국내 메디컬 인접 계정","20000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"129","somda.park","국내 메디컬 인접 계정","20000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"130","dr_park_skin","국내 메디컬 인접 계정","18000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"131","kumedicine_official","국내 메디컬 인접 계정","18000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"132","korea_anti_doping_agency","국내 메디컬 인접 계정","17000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"133","donghae.city","국내 메디컬 인접 계정","15000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"134","hello_khidi","국내 메디컬 인접 계정","14000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"135","ohshu_market","국내 메디컬 인접 계정","14000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"136","ud_dental","국내 메디컬 인접 계정","13000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"137","yesan_gun","국내 메디컬 인접 계정","12000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"138","chosunich.official","국내 메디컬 인접 계정","11000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"139","health_in_news","국내 메디컬 인접 계정","11000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"140","akdskin_kr","국내 메디컬 인접 계정","10000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"141","inha_uh","국내 메디컬 인접 계정","10000","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"142","cellmed.official","국내 메디컬 인접 계정","9821","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"143","bombit_medical","국내 메디컬 인접 계정","9393","3","완료","1","2026-08-06T02:44:07.841Z",""
"144","onnuripharmacy","국내 메디컬 인접 계정","9108","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"145","jilgyungyi_official","국내 메디컬 인접 계정","8798","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"146","owm.pharm.official","국내 메디컬 인접 계정","8602","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"147","drugsafe_official","국내 메디컬 인접 계정","8520","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"148","hello_health_pr","국내 메디컬 인접 계정","7657","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"149","readyyoungpharmacy_global","국내 메디컬 인접 계정","6934","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"150","jwtalk_official","국내 메디컬 인접 계정","6777","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"151","baropharm_official","국내 메디컬 인접 계정","6752","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"152","icmcseoul","국내 메디컬 인접 계정","6312","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"153","onyoubio","국내 메디컬 인접 계정","6107","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"154","modu_pharm","국내 메디컬 인접 계정","6092","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"155","kumedicine_guro","국내 메디컬 인접 계정","6073","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"156","hanshinmedipia","국내 메디컬 인접 계정","5937","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"157","ulsan_uuh","국내 메디컬 인접 계정","5881","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"158","dongsan_1899","국내 메디컬 인접 계정","5510","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"159","fitamin_official","국내 메디컬 인접 계정","5505","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"160","loveplan__","국내 메디컬 인접 계정","5215","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"161","snubh_official","국내 메디컬 인접 계정","5074","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"162","bodoc_official","국내 메디컬 인접 계정","5065","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"163","mariababy_official","국내 메디컬 인접 계정","5056","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"164","charmacist_official","국내 메디컬 인접 계정","4731","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"165","prief_official","국내 메디컬 인접 계정","4635","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"166","official_medicoach","국내 메디컬 인접 계정","4608","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"167","csuh_official","국내 메디컬 인접 계정","4382","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"168","cnuh_01","국내 메디컬 인접 계정","3905","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"169","heimish__h_","국내 메디컬 인접 계정","3835","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"170","doctorsnews2024","국내 메디컬 인접 계정","3625","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"171","pnuh_hongbo","국내 메디컬 인접 계정","3620","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"172","yongsanint","국내 메디컬 인접 계정","3328","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"173","gangdong_kyunghee","국내 메디컬 인접 계정","3199","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"174","pharmway","국내 메디컬 인접 계정","3133","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"175","kpanet_official","국내 메디컬 인접 계정","3110","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"176","yoshanchuen","국내 메디컬 인접 계정","3021","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"177","kuansanhospital","국내 메디컬 인접 계정","2990","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"178","connectcare_official","국내 메디컬 인접 계정","2933","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"179","shiny_jjeong","국내 메디컬 인접 계정","2889","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"180","ajoumc_","국내 메디컬 인접 계정","2699","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"181","anamhospital","국내 메디컬 인접 계정","2687","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"182","nowhospital","국내 메디컬 인접 계정","2682","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"183","cnuh_official","국내 메디컬 인접 계정","2680","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"184","ourpharm_official","국내 메디컬 인접 계정","2640","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"185","plusxp_official","국내 메디컬 인접 계정","2569","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"186","goodhospitals","국내 메디컬 인접 계정","2531","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"187","khis_insta","국내 메디컬 인접 계정","2515","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"188","nmc_official","국내 메디컬 인접 계정","2426","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
"189","kpanews1968","국내 메디컬 인접 계정","2408","3","완료","3","2026-08-07T01:13:48+09:00",""
"190","ansimshop_","국내 메디컬 인접 계정","2262","3","완료","1","2026-08-06T23:59:00+09:00","릴스 없음; 큐 완료 처리·재방문 30일"
